,timestamp,source host,destination,username
121,2022-02-26 10:35:00,srv-817,Comp 100,William Flores
122,2022-02-26 10:35:00,srv-817,comp 736,William Flores
123,2022-02-26 10:35:00,srv-817,Mac-921,William Flores
124,2022-02-26 10:35:00,srv-817,srv-988,William Flores
125,2022-02-26 10:35:00,srv-817,srv-431,William Flores
126,2022-02-26 10:35:00,srv-817,server576,William Flores
127,2022-02-26 10:35:00,srv-817,Comp 585,William Flores
128,2022-02-26 10:35:00,srv-817,esx-376,William Flores
129,2022-02-26 10:35:00,srv-817,mac-268,William Flores
100,2022-02-26 10:35:00,srv-817,server569,William Flores
99,2022-02-26 10:35:00,srv-817,mac-554,William Flores
98,2022-02-26 10:35:00,srv-817,mac-669,William Flores
97,2022-02-26 10:35:00,srv-817,comp 912,William Flores
67,2022-02-26 10:35:00,srv-817,mac-125,William Flores
68,2022-02-26 10:35:00,srv-817,Server-machine-598,William Flores
69,2022-02-26 10:35:00,srv-817,Server-machine-831,William Flores
70,2022-02-26 10:35:00,srv-817,Mac-6,William Flores
71,2022-02-26 10:35:00,srv-817,comp 414,William Flores
72,2022-02-26 10:35:00,srv-817,esx-155,William Flores
73,2022-02-26 10:35:00,srv-817,mac-865,William Flores
74,2022-02-26 10:35:00,srv-817,esx-818,William Flores
75,2022-02-26 10:35:00,srv-817,srv-195,William Flores
76,2022-02-26 10:35:00,srv-817,srv-226,William Flores
77,2022-02-26 10:35:00,srv-817,esx-74,William Flores
78,2022-02-26 10:35:00,srv-817,mac-335,William Flores
79,2022-02-26 10:35:00,srv-817,server226,William Flores
80,2022-02-26 10:35:00,srv-817,Mac-90,William Flores
65,2022-02-26 10:35:00,srv-817,server187,William Flores
81,2022-02-26 10:35:00,srv-817,Comp 523,William Flores
83,2022-02-26 10:35:00,srv-817,esx-260,William Flores
84,2022-02-26 10:35:00,srv-817,Mac-270,William Flores
85,2022-02-26 10:35:00,srv-817,server494,William Flores
86,2022-02-26 10:35:00,srv-817,Mac-316,William Flores
87,2022-02-26 10:35:00,srv-817,server972,William Flores
88,2022-02-26 10:35:00,srv-817,Mac-437,William Flores
89,2022-02-26 10:35:00,srv-817,srv-137,William Flores
90,2022-02-26 10:35:00,srv-817,Server-machine-724,William Flores
91,2022-02-26 10:35:00,srv-817,mac-123,William Flores
92,2022-02-26 10:35:00,srv-817,Comp 107,William Flores
93,2022-02-26 10:35:00,srv-817,esx-831,William Flores
94,2022-02-26 10:35:00,srv-817,comp 708,William Flores
95,2022-02-26 10:35:00,srv-817,mac-349,William Flores
96,2022-02-26 10:35:00,srv-817,Comp 536,William Flores
82,2022-02-26 10:35:00,srv-817,mac-779,William Flores
265,2022-02-26 10:35:00,srv-817,Server-machine-296,William Flores
266,2022-02-26 10:35:00,srv-817,mac-471,William Flores
267,2022-02-26 10:35:00,srv-817,esx-391,William Flores
437,2022-02-26 10:35:00,srv-817,server489,William Flores
438,2022-02-26 10:35:00,srv-817,Server-machine-806,William Flores
439,2022-02-26 10:35:00,srv-817,Comp 442,William Flores
440,2022-02-26 10:35:00,srv-817,Server-machine-431,William Flores
441,2022-02-26 10:35:00,srv-817,Server-machine-330,William Flores
442,2022-02-26 10:35:00,srv-817,Comp 347,William Flores
443,2022-02-26 10:35:00,srv-817,Server-machine-651,William Flores
444,2022-02-26 10:35:00,srv-817,comp 75,William Flores
445,2022-02-26 10:35:00,srv-817,Server-machine-822,William Flores
446,2022-02-26 10:35:00,srv-817,Mac-749,William Flores
447,2022-02-26 10:35:00,srv-817,Mac-834,William Flores
448,2022-02-26 10:35:00,srv-817,Mac-774,William Flores
449,2022-02-26 10:35:00,srv-817,server452,William Flores
450,2022-02-26 10:35:00,srv-817,Comp 973,William Flores
451,2022-02-26 10:35:00,srv-817,Server-machine-71,William Flores
452,2022-02-26 10:35:00,srv-817,srv-908,William Flores
453,2022-02-26 10:35:00,srv-817,esx-537,William Flores
454,2022-02-26 10:35:00,srv-817,esx-887,William Flores
455,2022-02-26 10:35:00,srv-817,Server-machine-291,William Flores
456,2022-02-26 10:35:00,srv-817,Comp 373,William Flores
457,2022-02-26 10:35:00,srv-817,esx-700,William Flores
458,2022-02-26 10:35:00,srv-817,Comp 787,William Flores
459,2022-02-26 10:35:00,srv-817,mac-236,William Flores
460,2022-02-26 10:35:00,srv-817,Server-machine-378,William Flores
461,2022-02-26 10:35:00,srv-817,Mac-411,William Flores
462,2022-02-26 10:35:00,srv-817,mac-300,William Flores
463,2022-02-26 10:35:00,srv-817,srv-281,William Flores
464,2022-02-26 10:35:00,srv-817,mac-386,William Flores
465,2022-02-26 10:35:00,srv-817,Mac-100,William Flores
436,2022-02-26 10:35:00,srv-817,Comp 10,William Flores
435,2022-02-26 10:35:00,srv-817,comp 985,William Flores
434,2022-02-26 10:35:00,srv-817,mac-732,William Flores
433,2022-02-26 10:35:00,srv-817,Mac-566,William Flores
403,2022-02-26 10:35:00,srv-817,Comp 987,William Flores
404,2022-02-26 10:35:00,srv-817,mac-925,William Flores
405,2022-02-26 10:35:00,srv-817,Server-machine-288,William Flores
406,2022-02-26 10:35:00,srv-817,srv-722,William Flores
407,2022-02-26 10:35:00,srv-817,Comp 65,William Flores
408,2022-02-26 10:35:00,srv-817,mac-690,William Flores
409,2022-02-26 10:35:00,srv-817,mac-495,William Flores
410,2022-02-26 10:35:00,srv-817,Server-machine-280,William Flores
411,2022-02-26 10:35:00,srv-817,esx-643,William Flores
412,2022-02-26 10:35:00,srv-817,Mac-309,William Flores
413,2022-02-26 10:35:00,srv-817,Server-machine-567,William Flores
414,2022-02-26 10:35:00,srv-817,comp 241,William Flores
415,2022-02-26 10:35:00,srv-817,esx-160,William Flores
416,2022-02-26 10:35:00,srv-817,Mac-296,William Flores
466,2022-02-26 10:35:00,srv-817,Mac-705,William Flores
417,2022-02-26 10:35:00,srv-817,esx-871,William Flores
419,2022-02-26 10:35:00,srv-817,esx-444,William Flores
420,2022-02-26 10:35:00,srv-817,esx-235,William Flores
421,2022-02-26 10:35:00,srv-817,Comp 817,William Flores
422,2022-02-26 10:35:00,srv-817,srv-879,William Flores
423,2022-02-26 10:35:00,srv-817,Mac-570,William Flores
424,2022-02-26 10:35:00,srv-817,Comp 672,William Flores
425,2022-02-26 10:35:00,srv-817,Mac-739,William Flores
426,2022-02-26 10:35:00,srv-817,server367,William Flores
427,2022-02-26 10:35:00,srv-817,server199,William Flores
428,2022-02-26 10:35:00,srv-817,esx-980,William Flores
429,2022-02-26 10:35:00,srv-817,Mac-636,William Flores
430,2022-02-26 10:35:00,srv-817,Comp 55,William Flores
431,2022-02-26 10:35:00,srv-817,Comp 211,William Flores
432,2022-02-26 10:35:00,srv-817,Server-machine-577,William Flores
418,2022-02-26 10:35:00,srv-817,srv-665,William Flores
402,2022-02-26 10:35:00,srv-817,comp 227,William Flores
467,2022-02-26 10:35:00,srv-817,Comp 183,William Flores
469,2022-02-26 10:35:00,srv-817,srv-375,William Flores
504,2022-02-26 10:35:00,srv-817,mac-147,William Flores
505,2022-02-26 10:35:00,srv-817,Mac-214,William Flores
506,2022-02-26 10:35:00,srv-817,mac-741,William Flores
507,2022-02-26 10:35:00,srv-817,server401,William Flores
508,2022-02-26 10:35:00,srv-817,srv-840,William Flores
509,2022-02-26 10:35:00,srv-817,Mac-363,William Flores
510,2022-02-26 10:35:00,srv-817,Comp 498,William Flores
511,2022-02-26 10:35:00,srv-817,Server-machine-303,William Flores
512,2022-02-26 10:35:00,srv-817,Comp 573,William Flores
513,2022-02-26 10:35:00,srv-817,Comp 48,William Flores
514,2022-02-26 10:35:00,srv-817,Comp 430,William Flores
515,2022-02-26 10:35:00,srv-817,srv-963,William Flores
516,2022-02-26 10:35:00,srv-817,server117,William Flores
517,2022-02-26 10:35:00,srv-817,comp 167,William Flores
518,2022-02-26 10:35:00,srv-817,mac-35,William Flores
519,2022-02-26 10:35:00,srv-817,mac-840,William Flores
520,2022-02-26 10:35:00,srv-817,esx-171,William Flores
521,2022-02-26 10:35:00,srv-817,Comp 255,William Flores
522,2022-02-26 10:35:00,srv-817,Comp 770,William Flores
523,2022-02-26 10:35:00,srv-817,srv-163,William Flores
524,2022-02-26 10:35:00,srv-817,esx-612,William Flores
525,2022-02-26 10:35:00,srv-817,srv-821,William Flores
526,2022-02-26 10:35:00,srv-817,server218,William Flores
527,2022-02-26 10:35:00,srv-817,srv-225,William Flores
528,2022-02-26 10:35:00,srv-817,server345,William Flores
529,2022-02-26 10:35:00,srv-817,Comp 818,William Flores
530,2022-02-26 10:35:00,srv-817,srv-401,William Flores
531,2022-02-26 10:35:00,srv-817,Server-machine-751,William Flores
532,2022-02-26 10:35:00,srv-817,esx-420,William Flores
503,2022-02-26 10:35:00,srv-817,srv-478,William Flores
502,2022-02-26 10:35:00,srv-817,mac-152,William Flores
501,2022-02-26 10:35:00,srv-817,Server-machine-42,William Flores
500,2022-02-26 10:35:00,srv-817,Mac-454,William Flores
470,2022-02-26 10:35:00,srv-817,Mac-594,William Flores
471,2022-02-26 10:35:00,srv-817,Server-machine-440,William Flores
472,2022-02-26 10:35:00,srv-817,Server-machine-304,William Flores
473,2022-02-26 10:35:00,srv-817,comp 787,William Flores
474,2022-02-26 10:35:00,srv-817,Comp 789,William Flores
475,2022-02-26 10:35:00,srv-817,Server-machine-352,William Flores
476,2022-02-26 10:35:00,srv-817,comp 4,William Flores
477,2022-02-26 10:35:00,srv-817,srv-399,William Flores
478,2022-02-26 10:35:00,srv-817,mac-630,William Flores
479,2022-02-26 10:35:00,srv-817,esx-136,William Flores
480,2022-02-26 10:35:00,srv-817,Comp 730,William Flores
481,2022-02-26 10:35:00,srv-817,srv-50,William Flores
482,2022-02-26 10:35:00,srv-817,srv-273,William Flores
483,2022-02-26 10:35:00,srv-817,srv-216,William Flores
468,2022-02-26 10:35:00,srv-817,Comp 120,William Flores
484,2022-02-26 10:35:00,srv-817,srv-346,William Flores
486,2022-02-26 10:35:00,srv-817,esx-229,William Flores
487,2022-02-26 10:35:00,srv-817,Server-machine-246,William Flores
488,2022-02-26 10:35:00,srv-817,Comp 125,William Flores
489,2022-02-26 10:35:00,srv-817,comp 378,William Flores
490,2022-02-26 10:35:00,srv-817,mac-960,William Flores
491,2022-02-26 10:35:00,srv-817,Mac-325,William Flores
492,2022-02-26 10:35:00,srv-817,srv-153,William Flores
493,2022-02-26 10:35:00,srv-817,server931,William Flores
494,2022-02-26 10:35:00,srv-817,mac-991,William Flores
495,2022-02-26 10:35:00,srv-817,Server-machine-901,William Flores
496,2022-02-26 10:35:00,srv-817,esx-228,William Flores
497,2022-02-26 10:35:00,srv-817,srv-470,William Flores
498,2022-02-26 10:35:00,srv-817,Comp 297,William Flores
499,2022-02-26 10:35:00,srv-817,srv-903,William Flores
485,2022-02-26 10:35:00,srv-817,esx-815,William Flores
401,2022-02-26 10:35:00,srv-817,mac-879,William Flores
400,2022-02-26 10:35:00,srv-817,Server-machine-768,William Flores
399,2022-02-26 10:35:00,srv-817,mac-803,William Flores
302,2022-02-26 10:35:00,srv-817,Mac-686,William Flores
303,2022-02-26 10:35:00,srv-817,Mac-313,William Flores
304,2022-02-26 10:35:00,srv-817,srv-971,William Flores
305,2022-02-26 10:35:00,srv-817,Comp 997,William Flores
306,2022-02-26 10:35:00,srv-817,srv-590,William Flores
307,2022-02-26 10:35:00,srv-817,mac-68,William Flores
308,2022-02-26 10:35:00,srv-817,mac-580,William Flores
309,2022-02-26 10:35:00,srv-817,esx-574,William Flores
310,2022-02-26 10:35:00,srv-817,Comp 357,William Flores
311,2022-02-26 10:35:00,srv-817,Mac-467,William Flores
312,2022-02-26 10:35:00,srv-817,comp 641,William Flores
313,2022-02-26 10:35:00,srv-817,Comp 970,William Flores
314,2022-02-26 10:35:00,srv-817,esx-741,William Flores
315,2022-02-26 10:35:00,srv-817,server556,William Flores
316,2022-02-26 10:35:00,srv-817,mac-533,William Flores
317,2022-02-26 10:35:00,srv-817,comp 524,William Flores
318,2022-02-26 10:35:00,srv-817,server232,William Flores
319,2022-02-26 10:35:00,srv-817,server105,William Flores
320,2022-02-26 10:35:00,srv-817,Comp 390,William Flores
321,2022-02-26 10:35:00,srv-817,server228,William Flores
322,2022-02-26 10:35:00,srv-817,server364,William Flores
323,2022-02-26 10:35:00,srv-817,Server-machine-756,William Flores
324,2022-02-26 10:35:00,srv-817,Server-machine-69,William Flores
325,2022-02-26 10:35:00,srv-817,comp 713,William Flores
326,2022-02-26 10:35:00,srv-817,Server-machine-988,William Flores
327,2022-02-26 10:35:00,srv-817,Mac-122,William Flores
328,2022-02-26 10:35:00,srv-817,Comp 226,William Flores
329,2022-02-26 10:35:00,srv-817,srv-903,William Flores
330,2022-02-26 10:35:00,srv-817,Server-machine-104,William Flores
301,2022-02-26 10:35:00,srv-817,mac-551,William Flores
300,2022-02-26 10:35:00,srv-817,Comp 773,William Flores
299,2022-02-26 10:35:00,srv-817,esx-481,William Flores
298,2022-02-26 10:35:00,srv-817,comp 642,William Flores
268,2022-02-26 10:35:00,srv-817,comp 534,William Flores
269,2022-02-26 10:35:00,srv-817,Comp 284,William Flores
270,2022-02-26 10:35:00,srv-817,Mac-486,William Flores
271,2022-02-26 10:35:00,srv-817,comp 182,William Flores
272,2022-02-26 10:35:00,srv-817,Server-machine-242,William Flores
273,2022-02-26 10:35:00,srv-817,esx-798,William Flores
274,2022-02-26 10:35:00,srv-817,Comp 650,William Flores
275,2022-02-26 10:35:00,srv-817,srv-286,William Flores
276,2022-02-26 10:35:00,srv-817,Mac-185,William Flores
277,2022-02-26 10:35:00,srv-817,Comp 845,William Flores
278,2022-02-26 10:35:00,srv-817,mac-719,William Flores
279,2022-02-26 10:35:00,srv-817,Mac-432,William Flores
280,2022-02-26 10:35:00,srv-817,mac-487,William Flores
281,2022-02-26 10:35:00,srv-817,Server-machine-734,William Flores
331,2022-02-26 10:35:00,srv-817,esx-779,William Flores
282,2022-02-26 10:35:00,srv-817,comp 600,William Flores
284,2022-02-26 10:35:00,srv-817,comp 53,William Flores
285,2022-02-26 10:35:00,srv-817,Comp 424,William Flores
286,2022-02-26 10:35:00,srv-817,server680,William Flores
287,2022-02-26 10:35:00,srv-817,Mac-244,William Flores
288,2022-02-26 10:35:00,srv-817,Server-machine-208,William Flores
289,2022-02-26 10:35:00,srv-817,comp 307,William Flores
290,2022-02-26 10:35:00,srv-817,comp 949,William Flores
291,2022-02-26 10:35:00,srv-817,Mac-561,William Flores
292,2022-02-26 10:35:00,srv-817,Mac-101,William Flores
293,2022-02-26 10:35:00,srv-817,server619,William Flores
294,2022-02-26 10:35:00,srv-817,comp 957,William Flores
295,2022-02-26 10:35:00,srv-817,Mac-16,William Flores
296,2022-02-26 10:35:00,srv-817,Mac-199,William Flores
297,2022-02-26 10:35:00,srv-817,comp 997,William Flores
283,2022-02-26 10:35:00,srv-817,mac-72,William Flores
332,2022-02-26 10:35:00,srv-817,mac-996,William Flores
333,2022-02-26 10:35:00,srv-817,comp 595,William Flores
334,2022-02-26 10:35:00,srv-817,Server-machine-654,William Flores
369,2022-02-26 10:35:00,srv-817,comp 775,William Flores
370,2022-02-26 10:35:00,srv-817,esx-241,William Flores
371,2022-02-26 10:35:00,srv-817,comp 72,William Flores
372,2022-02-26 10:35:00,srv-817,comp 522,William Flores
373,2022-02-26 10:35:00,srv-817,comp 764,William Flores
374,2022-02-26 10:35:00,srv-817,comp 675,William Flores
375,2022-02-26 10:35:00,srv-817,Server-machine-964,William Flores
376,2022-02-26 10:35:00,srv-817,comp 732,William Flores
377,2022-02-26 10:35:00,srv-817,Comp 218,William Flores
378,2022-02-26 10:35:00,srv-817,mac-736,William Flores
379,2022-02-26 10:35:00,srv-817,esx-66,William Flores
380,2022-02-26 10:35:00,srv-817,Comp 185,William Flores
381,2022-02-26 10:35:00,srv-817,server163,William Flores
382,2022-02-26 10:35:00,srv-817,Comp 25,William Flores
368,2022-02-26 10:35:00,srv-817,Mac-130,William Flores
383,2022-02-26 10:35:00,srv-817,Mac-77,William Flores
385,2022-02-26 10:35:00,srv-817,server544,William Flores
386,2022-02-26 10:35:00,srv-817,Server-machine-761,William Flores
387,2022-02-26 10:35:00,srv-817,mac-728,William Flores
388,2022-02-26 10:35:00,srv-817,comp 730,William Flores
389,2022-02-26 10:35:00,srv-817,Comp 3,William Flores
390,2022-02-26 10:35:00,srv-817,Server-machine-651,William Flores
391,2022-02-26 10:35:00,srv-817,srv-777,William Flores
392,2022-02-26 10:35:00,srv-817,Comp 69,William Flores
393,2022-02-26 10:35:00,srv-817,server281,William Flores
394,2022-02-26 10:35:00,srv-817,Mac-320,William Flores
395,2022-02-26 10:35:00,srv-817,mac-47,William Flores
396,2022-02-26 10:35:00,srv-817,mac-143,William Flores
397,2022-02-26 10:35:00,srv-817,Server-machine-676,William Flores
398,2022-02-26 10:35:00,srv-817,Comp 443,William Flores
384,2022-02-26 10:35:00,srv-817,Mac-367,William Flores
534,2022-02-26 10:35:00,srv-817,Comp 595,William Flores
367,2022-02-26 10:35:00,srv-817,comp 167,William Flores
365,2022-02-26 10:35:00,srv-817,server762,William Flores
335,2022-02-26 10:35:00,srv-817,server747,William Flores
336,2022-02-26 10:35:00,srv-817,comp 865,William Flores
337,2022-02-26 10:35:00,srv-817,server886,William Flores
338,2022-02-26 10:35:00,srv-817,srv-915,William Flores
339,2022-02-26 10:35:00,srv-817,server926,William Flores
340,2022-02-26 10:35:00,srv-817,comp 958,William Flores
341,2022-02-26 10:35:00,srv-817,server343,William Flores
342,2022-02-26 10:35:00,srv-817,esx-670,William Flores
343,2022-02-26 10:35:00,srv-817,Server-machine-179,William Flores
344,2022-02-26 10:35:00,srv-817,srv-704,William Flores
345,2022-02-26 10:35:00,srv-817,comp 970,William Flores
346,2022-02-26 10:35:00,srv-817,server214,William Flores
347,2022-02-26 10:35:00,srv-817,mac-138,William Flores
348,2022-02-26 10:35:00,srv-817,comp 486,William Flores
366,2022-02-26 10:35:00,srv-817,Comp 296,William Flores
349,2022-02-26 10:35:00,srv-817,esx-855,William Flores
351,2022-02-26 10:35:00,srv-817,esx-613,William Flores
352,2022-02-26 10:35:00,srv-817,server882,William Flores
353,2022-02-26 10:35:00,srv-817,Mac-519,William Flores
354,2022-02-26 10:35:00,srv-817,server673,William Flores
355,2022-02-26 10:35:00,srv-817,esx-632,William Flores
356,2022-02-26 10:35:00,srv-817,Comp 155,William Flores
357,2022-02-26 10:35:00,srv-817,srv-741,William Flores
358,2022-02-26 10:35:00,srv-817,Comp 642,William Flores
359,2022-02-26 10:35:00,srv-817,server63,William Flores
360,2022-02-26 10:35:00,srv-817,mac-842,William Flores
361,2022-02-26 10:35:00,srv-817,Mac-28,William Flores
362,2022-02-26 10:35:00,srv-817,mac-458,William Flores
363,2022-02-26 10:35:00,srv-817,server450,William Flores
364,2022-02-26 10:35:00,srv-817,Mac-305,William Flores
350,2022-02-26 10:35:00,srv-817,Server-machine-942,William Flores
1070,2022-02-26 10:35:00,srv-817,comp 987,William Flores
